id,name,address,postcode,a,b,lat,long,city,notes,website,History,
98275,The Engineer,"65 Gloucester Avenue, London",NW1 8JH,528341,183965,51.540014,-0.150803,Camden,Pub,https://www.theengineerprimrosehill.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,,
98276,The Enterprise,"2 Haverstock Hill, London",NW3 2BL,528173,184433,51.54425,-0.153055,Camden,Pub,http://www.camdenenterprise.com/,,
98277,The Enterprise,"38 Red Lion Street, London",WC1R 4PN,530719,181830,51.520273,-0.117326,Camden,Pub,https://www.the-enterprise.co.uk/menu,,
98279,The Euston Flyer,"83-87 Euston Road, London",NW1 2RA,530041,182747,51.52867,-0.126754,Camden,Pub,https://www.eustonflyer.co.uk/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=yext&utm_content=P104&y_source=1_MTIyMzcwNzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
98281,The Fiddlers Elbow,"1 Malden Road, London",NW5 3HS,528301,184639,51.546071,-0.151135,Camden,Pub,http://www.thefiddlerselbow.co.uk/,,
98283,The Fitzrovia,"Flat A, 18 Goodge Street, London",W1T 2QD,529505,181759,51.519905,-0.13484,Camden,Pub,https://www.greeneking.co.uk/pubs/greater-london/fitzrovia,,
98284,The Flask Public House,"14 Flask Walk, London",NW3 1HE,526457,185761,51.556561,-0.177311,Camden,Pub,https://www.theflaskhampstead.co.uk/,,
98286,The Friend at Hand,"2-4 Herbrand Street, London",WC1N 1HX,530210,182112,51.522925,-0.124554,Camden,Pub,https://www.greeneking.co.uk/pubs/greater-london/friend-at-hand,,
98289,The Gallery,"190 Broadhurst Gardens, London",NW6 3AY,525588,184628,51.546573,-0.190243,Camden,cocktail bar,,,
98290,The Garden Gate,"14 South End Road, London",NW3 2QE,527276,185570,51.55466,-0.165558,Camden,Pub,https://www.thegardengatehampstead.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,,
98297,The George,"250 Haverstock Hill, London",NW3 2AE,527170,185320,51.552438,-0.167176,Camden,Pub,https://www.greeneking.co.uk/pubs/greater-london/george?utm_source=g_places&utm_medium=locations&utm_campaign=UC_pubpage,,
98298,The George,"8 Great Queen Street, London",WC2B 5DG,530495,181352,51.516029,-0.12073,Camden,Pub,https://www.thegeorgecoventgarden.co.uk/,,
98300,The Gipsy Queen,"166 Malden Road, London",NW5 4BS,528035,185163,51.550832,-0.154778,Camden,Pub,http://www.gipsyqueentavern.co.uk/,,
98301,The Golden Lion,"88 Royal College Street, London",NW1 0TH,529386,183896,51.539146,-0.135769,Camden,Pub,http://www.goldenlioncamden.com/,,
98307,The Good Mixer,"28-30 Inverness Street, London",NW1 7HJ,528771,183921,51.539512,-0.144623,Camden,Pub,http://www.thegoodmixer.co.uk/,,
98312,The Grafton Arms,"72 Grafton Way, London",W1T 5DU,529225,182129,51.523303,-0.138737,Camden,Pub,https://www.graftonarms.co.uk/,,
98318,The Griffin,"125 Clerkenwell Road, London",EC1R 5DB,531069,181990,51.52163,-0.112225,Camden,adult entertainment,,,
98324,The Harrison,"28 Harrison Street, London",WC1H 8JF,530474,182635,51.527564,-0.120557,Camden,Pub,https://theharrisonpub.com/,,
98325,The Hawley Arms,"2 Castlehaven Road, London",NW1 8QU,528713,184190,51.541942,-0.14536,Camden,Pub,http://www.thehawleyarms.co.uk/,,
98327,The Hercules Pillars,"18 Great Queen Street, London",WC2B 5DG,530476,181334,51.515872,-0.12101,Camden,Pub,https://www.herculespillars.co.uk/,,
98331,The Holly Bush,"22 Holly Mount, London",NW3 6SG,526314,185904,51.557878,-0.179321,Camden,Pub,https://www.hollybushhampstead.co.uk/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=yext&utm_content=P151&y_source=1_MTIyMzcxOTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,temporarily closed,
98340,The Ice Wharf,"Suffolk Wharf, 28-30 Jamestown Road, London",NW1 7BY,528575,183990,51.540184,-0.147422,Camden,Pub,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-ice-wharf-camden?utm_source=google&utm_medium=maps&utm_campaign=gmb,,
98352,The Lady Ottoline,"11a Northington Street, London",WC1N 2JF,530883,182034,51.522068,-0.114888,Camden,Pub,http://www.theladyottoline.net/,,
98353,The Lamb,"94 Lamb's Conduit Street, London",WC1N 3LZ,530598,182143,51.523114,-0.118953,Camden,Pub,https://www.thelamblondon.com/,,
98354,The Lansdowne,"90 Gloucester Avenue, London",NW1 8HX,528161,184124,51.541483,-0.153325,Camden,Pub,http://www.thelansdownepub.co.uk/,,
98361,The Library Bar,"University Of London Union, Malet Street, London",WC1E 7HY,529755,182074,51.522686,-0.131123,Camden,SU Bar,,Now the George Bar Birkbeck,
98365,The Lion and Unicorn,"42-44 Gaisford Street, London",NW5 2ED,529142,184885,51.54809,-0.138923,Camden,Pub,https://www.thelionandunicornnw5.co.uk/,,
98369,The London Cocktail Club,224a Shaftesbury Avenue,WC2H 8EB,530127,181406,51.516599,-0.12601,Camden,cocktail bar,,,
98370,The Lord Palmerston,"33 Dartmouth Park Hill, London",NW5 1HU,528997,186146,51.559447,-0.140551,Camden,Pub,https://www.thelordpalmerston.co.uk/,,
98371,The Lord Stanley,"51 Camden Park Road, London",NW1 9BH,529791,184802,51.547205,-0.129598,Camden,Pub,http://www.thelordstanley.com/,,
98378,The Mill,"32 Mill Lane, London",NW6 1NR,524804,185097,51.550962,-0.201377,Camden,cocktail bar,,,
98380,The Montague on the Gardens,"15 Montague Street, London",WC1B 5BJ,530150,181814,51.52026,-0.125528,Camden,hotel,The Montague on the Gardens,"15 Montague Street, London",
98385,The Newmarket Arms,"17 York Way, London",N7 9QG,530041,184365,51.543211,-0.126157,Camden,hotel,https://www.newmarkethotel.co.uk/,,
98388,The Northumberland Arms,"141 King's Cross Road, London",WC1X 9BJ,530771,182884,51.529733,-0.116186,Camden,Pub,https://northumberlandarmskingscross.co.uk/,,
98391,The Old Bell,"38 Kilburn High Road, London",NW6 5UA,525492,183573,51.537122,-0.192002,Camden,Pub,https://www.greatlocalpubs.co.uk/old-bell-kilburn?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
98392,The Old Crown (sep sublet kitchen),"33 New Oxford Street, London",WC1A 1BH,530191,181448,51.516962,-0.125073,Camden,Pub,http://www.theoldcrownpublichouse.com/,,
98393,The Old Eagle Public House,"251 Royal College Street, London",NW1 9LU,529120,184293,51.542784,-0.139457,Camden,Pub,https://theoldeaglecamden.co.uk/,,
98394,The Old Nick,"21-22 Sandland Street, London",WC1R 4PZ,530796,181706,51.519141,-0.116263,Camden,restaurant,https://www.oldnickholborn.co.uk/,,
98395,The Old Oak,"1 Mansfield Road, London",NW3 2JD,528276,185615,51.554839,-0.15114,Camden,Pub,https://oldoak-hampstead.craftunionpubs.com/,,
98396,The Old Red Lion,"72 High Holborn, London",WC1V 6LS,530769,181596,51.518158,-0.116692,Camden,Pub,https://camra.org.uk/pubs/old-red-lion-london-125497,,
98399,The One Tun,"125 Saffron Hill, London",EC1N 8QS,531471,181790,51.519739,-0.106508,Camden,Pub,http://onetun.co.uk/,,
98402,The Oxford,"256 Kentish Town Road, London",NW5 2AA,529027,185064,51.549725,-0.140515,Camden,Pub,http://www.theparakeetpub.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB_Listing,replaced the Oxford,
98409,The Pembroke Castle,"150 Gloucester Avenue, London",NW1 8JA,528049,184240,51.542542,-0.154912,Camden,Pub,https://www.pubsmiths.co.uk/pembroke-primrose-hill?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,,
98415,The Perseverance,"63 Lamb's Conduit Street, London",WC1N 3NB,530607,182042,51.522204,-0.118861,Camden,Pub,https://www.theperseverance.co.uk/,,
98420,The Pineapple Public House,"51 Leverton Street, London",NW5 2NX,529077,185429,51.552994,-0.13966,Camden,Pub,http://www.thepineapplepubnw5.com/,,
98422,The Place Theatre Bar,"The Place Theatre, 17 Duke's Road, London",WC1H 9AB,529896,182576,51.527168,-0.128906,Camden,Theatre,,,
98423,The Plough,"27 Museum Street, London",WC1A 1LH,530134,181528,51.517694,-0.125864,Camden,Pub,https://www.greeneking.co.uk/pubs/greater-london/plough?utm_source=g_places&utm_medium=locations&utm_campaign=UC_pubpage,,
98425,The Polish Bar (Na Zdrowie),"6 Little Turnstile, London",WC1V 7DX,530612,181502,51.51735,-0.118989,Camden,Bar,,permanently closed,
98431,The Queens,"49 Regent's Park Road, London",NW1 8XD,527856,184021,51.540618,-0.157773,Camden,Pub,https://www.thequeensprimrosehill.co.uk/,,
98432,The Queens Head,"64 Theobald's Road, London",WC1X 8SF,530744,181885,51.520761,-0.116945,Camden,Pub,https://thequeensheadholborn.com/,,
98433,The Queens Larder,"1 Queen Square, London",WC1N 3AR,530357,181925,51.52121,-0.122505,Camden,Pub,https://queenslarder.co.uk/,,
98437,The Red Rooms,"4 Great Queen Street, London",WC2B 5DG,530495,181352,51.516029,-0.12073,Camden,club,,,
98443,The Rocket,"120 Euston Road, London",NW1 2AL,529893,182703,51.528309,-0.128903,Camden,Pub,https://www.therocketeustonroad.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,,
98444,The Roebuck,"15 Pond Street, London",NW3 2PN,527139,185476,51.553847,-0.167567,Camden,Pub,https://www.roebuckhampstead.com/,,
98453,The Seven Stars,"53-54 Carey Street, London",WC2A 2JB,530995,181245,51.514952,-0.113567,Camden,Pub,http://www.thesevenstars1602.co.uk/,,
98456,The Sheephaven Bay,"2 Mornington Street, London",NW1 7QD,528987,183444,51.535175,-0.141685,Camden,Pub,http://sheephavenbaycamden.co.uk/,,
98458,The Ship Tavern,"12 Gate Street, London",WC2A 3HP,530598,181495,51.51729,-0.119193,Camden,Pub,https://theshiptavern.co.uk/,,
98459,The Signal Box PH,"Unit 53 Euston Railway Station, Eversholt Street, London",NW1 2HS,529589,182735,51.528667,-0.133271,Camden,Pub,https://www.signalboxeuston.co.uk/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=yext&utm_content=P199&y_source=1_MTIyMzcxNjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
98468,The Square Pig,"30-32 Procter Street, London",WC1V 6NZ,530593,181655,51.518729,-0.119206,Camden,Pub,https://www.squarepigholborn.com/?utm_source=g_places&utm_medium=locations&utm_campaign=MC_pubpage,,
98470,The Stag,"67 Fleet Road, London",NW3 2QU,527554,185432,51.553358,-0.1616,Camden,Pub,https://www.thestagnw3.com/?utm_source=google&utm_campaign=homepage,,
98472,The Star,"47 Chester Road, London",N19 5DF,528841,186587,51.563454,-0.142638,Camden,Pub,https://www.thestarhighgate.co.uk/,,
98474,The Sun,"21 Drury Lane, London",WC2B 5RH,530324,181259,51.515233,-0.123227,Camden,Pub,https://www.thesuntaverncoventgarden.co.uk/,,
98477,The Swan,"7 Cosmo Place, London",WC1N 3AP,530330,181923,51.521198,-0.122895,Camden,Pub,https://www.greeneking.co.uk/pubs/greater-london/swan?utm_source=g_places&utm_medium=locations&utm_campaign=HT_pubpage,,
98484,The Top Secret Comedy Club,"170 Drury Lane, London",WC2B 5PD,530355,181282,51.51543,-0.122772,Camden,comedy,,,
98487,The Unicorn,"227 Camden Road, London",NW1 9AA,529788,184995,51.548931,-0.129571,Camden,Pub,,The Unicorn,"227 Camden Road, London"
98489,The Vine,"86 Highgate Road, London",NW5 1PB,528747,185627,51.55484,-0.144345,Camden,Pub,https://www.thevinenw5.co.uk/?utm_source=g_places&utm_medium=locations&utm_campaign=MC_pubpage,,
98491,The Washington,"50 England's Lane, London",NW3 4UE,527488,184585,51.54577,-0.162858,Camden,Pub,https://www.thewashingtonhampstead.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,,
98492,The Water Rats,"328 Gray's Inn Road, London",WC1X 8BZ,530550,182805,51.529065,-0.1194,Camden,Music venue,,,
98496,The Wells Tavern,"30 Well Walk, London",NW3 1BX,526708,186007,51.558725,-0.173603,Camden,Pub,http://thewellshampstead.co.uk/,,
98498,The Wheatsheaf,"25 Rathbone Place, London",W1T 1JB,529574,181522,51.517768,-0.133933,Camden,Pub,https://www.nicholsonspubs.co.uk/restaurants/london/wheatsheaf?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage,,
98500,The Wine Cellar,"Unit 1 Sonny Heights West, 1 Swain's Lane Highgate, London",N6 6QX,528356,186423,51.56208,-0.149692,Camden,wine bar,,,
98502,The World's End,"174 Camden High Street, London",NW1 0NE,528956,183890,51.539191,-0.141968,Camden,Pub,http://www.theworldsend.co.uk/,,
98503,The York & Albany P.H,"127 Parkway, London",NW1 7PS,528659,183554,51.53624,-0.146371,Camden,,,permanently closed,
98504,The Yorkshire Grey,"2 Theobald's Road, London",WC1X 8PN,530966,181980,51.521564,-0.113712,Camden,Pub,https://www.yorkshiregrey.com/,,
98509,THIRTEEN LDN,"1-3, Denmark Street, London",WC2H 8LP,529923,181255,51.515286,-0.128998,Camden,cocktail bar,http://thirteenldn.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,
98534,TOMBRAIDER THE LIVE EXPERIENCE,"The Stables Market Lower and upper Basement Atrium, Chalk Farm Road, London",NW1 8AH,622675,-5527598,,,Camden,Theme park,,,
98575,Truckles Wine Bar,"Pied Bull Court, Galen Place, London",WC1A 2JR,530257,181628,51.518564,-0.124056,Camden,wine bar,,,
98595,Two Brewers,"40 Monmouth Street, London",WC2H 9EP,530045,181045,51.513374,-0.127324,Camden,Pub,https://www.greeneking.co.uk/pubs/greater-london/two-brewers?utm_source=g_places&utm_medium=locations&utm_campaign=UC_pubpage,,
98632,Vault 139,"139-143 Whitfield Street, London",W1T 5EP,529213,182165,51.523628,-0.138897,Camden,bar,,,
98720,White Hart,"191 Drury Lane, London",WC2B 5QD,530273,181371,51.516251,-0.12392,Camden,Pub,http://www.whitehartdrurylane.co.uk/,,
98773,Ye Olde Mitre,"1 Ely Court, London",EC1N 6SJ,531413,181644,51.51844,-0.107398,Camden,Pub,https://www.yeoldemitreholborn.co.uk/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=yext&utm_content=P148&y_source=1_MTIyMzcxNjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,
98774,Ye Olde Swiss Cottage,"98 Finchley Road, London",NW3 5EL,526679,184233,51.542788,-0.174659,Camden,Pub,https://camra.org.uk/pubs/olde-swiss-cottage-hampstead-125286,permanently closed,
98825,Zodiac Bar,"119 Hampstead Road, London",NW1 3EE,529191,182659,51.528074,-0.139033,Camden,karaoke,,,
